	G_intestinali_aa	G_muris_aa	G_salmonicida_aa
OG0006399			KAH0571532.1
OG0006400			KAH0571533.1
OG0006401			KAH0571535.1
OG0006402			KAH0571536.1
OG0006403			KAH0571538.1
OG0006404			KAH0571539.1
OG0006405			KAH0571540.1
OG0006406			KAH0571541.1
OG0006407			KAH0571543.1
OG0006408			KAH0571544.1
OG0006409			KAH0571545.1
OG0006410			KAH0571547.1
OG0006411			KAH0571548.1
OG0006412			KAH0571549.1
OG0006413			KAH0571551.1
OG0006414			KAH0571554.1
OG0006415			KAH0571555.1
OG0006416			KAH0571556.1
OG0006417			KAH0571557.1
OG0006418			KAH0571558.1
OG0006419			KAH0571559.1
OG0006420			KAH0571564.1
OG0006421			KAH0571565.1
OG0006422			KAH0571567.1
OG0006423			KAH0571568.1
OG0006424			KAH0571569.1
OG0006425			KAH0571570.1
OG0006426			KAH0571571.1
OG0006427			KAH0571575.1
OG0006428			KAH0571578.1
OG0006429			KAH0571579.1
OG0006430			KAH0571580.1
OG0006431			KAH0571582.1
OG0006432			KAH0571583.1
OG0006433			KAH0571584.1
OG0006434			KAH0571586.1
OG0006435			KAH0571587.1
OG0006436			KAH0571588.1
OG0006437			KAH0571589.1
OG0006438			KAH0571590.1
OG0006439			KAH0571591.1
OG0006440			KAH0571592.1
OG0006441			KAH0571593.1
OG0006442			KAH0571595.1
OG0006443			KAH0571596.1
OG0006444			KAH0571597.1
OG0006445			KAH0571598.1
OG0006446			KAH0571599.1
OG0006447			KAH0571600.1
OG0006448			KAH0571602.1
OG0006449			KAH0571606.1
OG0006450			KAH0571607.1
OG0006451			KAH0571612.1
OG0006452			KAH0571616.1
OG0006453			KAH0571620.1
OG0006454			KAH0571622.1
OG0006455			KAH0571623.1
OG0006456			KAH0571626.1
OG0006457			KAH0571629.1
OG0006458			KAH0571630.1
OG0006459			KAH0571631.1
OG0006460			KAH0571632.1
OG0006461			KAH0571633.1
OG0006462			KAH0571634.1
OG0006463			KAH0571635.1
OG0006464			KAH0571636.1
OG0006465			KAH0571637.1
OG0006466			KAH0571638.1
OG0006467			KAH0571639.1
OG0006468			KAH0571640.1
OG0006469			KAH0571642.1
OG0006470			KAH0571644.1
OG0006471			KAH0571645.1
OG0006472			KAH0571646.1
OG0006473			KAH0571648.1
OG0006474			KAH0571650.1
OG0006475			KAH0571651.1
OG0006476			KAH0571652.1
OG0006477			KAH0571653.1
OG0006478			KAH0571655.1
OG0006479			KAH0571656.1
OG0006480			KAH0571658.1
OG0006481			KAH0571660.1
OG0006482			KAH0571661.1
OG0006483			KAH0571663.1
OG0006484			KAH0571665.1
OG0006485			KAH0571666.1
OG0006486			KAH0571667.1
OG0006487			KAH0571669.1
OG0006488			KAH0571670.1
OG0006489			KAH0571672.1
OG0006490			KAH0571673.1
OG0006491			KAH0571675.1
OG0006492			KAH0571676.1
OG0006493			KAH0571677.1
OG0006494			KAH0571678.1
OG0006495			KAH0571679.1
OG0006496			KAH0571680.1
OG0006497			KAH0571682.1
OG0006498			KAH0571684.1
OG0006499			KAH0571687.1
OG0006500			KAH0571688.1
OG0006501			KAH0571689.1
OG0006502			KAH0571690.1
OG0006503			KAH0571691.1
OG0006504			KAH0571692.1
OG0006505			KAH0571693.1
OG0006506			KAH0571694.1
OG0006507			KAH0571696.1
OG0006508			KAH0571697.1
OG0006509			KAH0571698.1
OG0006510			KAH0571699.1
OG0006511			KAH0571700.1
OG0006512			KAH0571701.1
OG0006513			KAH0571702.1
OG0006514			KAH0571703.1
OG0006515			KAH0571704.1
OG0006516			KAH0571705.1
OG0006517			KAH0571706.1
OG0006518			KAH0571708.1
OG0006519			KAH0571709.1
OG0006520			KAH0571710.1
OG0006521			KAH0571713.1
OG0006522			KAH0571716.1
OG0006523			KAH0571717.1
OG0006524			KAH0571719.1
OG0006525			KAH0571720.1
OG0006526			KAH0571721.1
OG0006527			KAH0571723.1
OG0006528			KAH0571724.1
OG0006529			KAH0571725.1
OG0006530			KAH0571726.1
OG0006531			KAH0571727.1
OG0006532			KAH0571728.1
OG0006533			KAH0571729.1
OG0006534			KAH0571730.1
OG0006535			KAH0571732.1
OG0006536			KAH0571734.1
OG0006537			KAH0571735.1
OG0006538			KAH0571736.1
OG0006539			KAH0571737.1
OG0006540			KAH0571738.1
OG0006541			KAH0571739.1
OG0006542			KAH0571740.1
OG0006543			KAH0571741.1
OG0006544			KAH0571743.1
OG0006545			KAH0571744.1
OG0006546			KAH0571745.1
OG0006547			KAH0571746.1
OG0006548			KAH0571747.1
OG0006549			KAH0571748.1
OG0006550			KAH0571749.1
OG0006551			KAH0571750.1
OG0006552			KAH0571751.1
OG0006553			KAH0571753.1
OG0006554			KAH0571754.1
OG0006555			KAH0571755.1
OG0006556			KAH0571756.1
OG0006557			KAH0571758.1
OG0006558			KAH0571759.1
OG0006559			KAH0571760.1
OG0006560			KAH0571761.1
OG0006561			KAH0571762.1
OG0006562			KAH0571764.1
OG0006563			KAH0571765.1
OG0006564			KAH0571767.1
OG0006565			KAH0571769.1
OG0006566			KAH0571770.1
OG0006567			KAH0571771.1
OG0006568			KAH0571772.1
OG0006569			KAH0571774.1
OG0006570			KAH0571775.1
OG0006571			KAH0571777.1
OG0006572			KAH0571778.1
OG0006573			KAH0571779.1
OG0006574			KAH0571780.1
OG0006575			KAH0571782.1
OG0006576			KAH0571784.1
OG0006577			KAH0571785.1
OG0006578			KAH0571786.1
OG0006579			KAH0571787.1
OG0006580			KAH0571788.1
OG0006581			KAH0571789.1
OG0006582			KAH0571790.1
OG0006583			KAH0571791.1
OG0006584			KAH0571792.1
OG0006585			KAH0571793.1
OG0006586			KAH0571795.1
OG0006587			KAH0571796.1
OG0006588			KAH0571797.1
OG0006589			KAH0571799.1
OG0006590			KAH0571800.1
OG0006591			KAH0571801.1
OG0006592			KAH0571802.1
OG0006593			KAH0571803.1
OG0006594			KAH0571804.1
OG0006595			KAH0571805.1
OG0006596			KAH0571806.1
OG0006597			KAH0571807.1
OG0006598			KAH0571808.1
OG0006599			KAH0571809.1
OG0006600			KAH0571810.1
OG0006601			KAH0571812.1
OG0006602			KAH0571813.1
OG0006603			KAH0571814.1
OG0006604			KAH0571816.1
OG0006605			KAH0571817.1
OG0006606			KAH0571818.1
OG0006607			KAH0571819.1
OG0006608			KAH0571820.1
OG0006609			KAH0571823.1
OG0006610			KAH0571824.1
OG0006611			KAH0571826.1
OG0006612			KAH0571828.1
OG0006613			KAH0571830.1
OG0006614			KAH0571831.1
OG0006615			KAH0571832.1
OG0006616			KAH0571833.1
OG0006617			KAH0571834.1
OG0006618			KAH0571835.1
OG0006619			KAH0571836.1
OG0006620			KAH0571840.1
OG0006621			KAH0571841.1
OG0006622			KAH0571842.1
OG0006623			KAH0571843.1
OG0006624			KAH0571847.1
OG0006625			KAH0571848.1
OG0006626			KAH0571849.1
OG0006627			KAH0571850.1
OG0006628			KAH0571852.1
OG0006629			KAH0571853.1
OG0006630			KAH0571854.1
OG0006631			KAH0571855.1
OG0006632			KAH0571856.1
OG0006633			KAH0571857.1
OG0006634			KAH0571859.1
OG0006635			KAH0571861.1
OG0006636			KAH0571862.1
OG0006637			KAH0571863.1
OG0006638			KAH0571868.1
OG0006639			KAH0571869.1
OG0006640			KAH0571870.1
OG0006641			KAH0571872.1
OG0006642			KAH0571874.1
OG0006643			KAH0571875.1
OG0006644			KAH0571876.1
OG0006645			KAH0571877.1
OG0006646			KAH0571878.1
OG0006647			KAH0571880.1
OG0006648			KAH0571881.1
OG0006649			KAH0571884.1
OG0006650			KAH0571885.1
OG0006651			KAH0571889.1
OG0006652			KAH0571890.1
OG0006653			KAH0571891.1
OG0006654			KAH0571892.1
OG0006655			KAH0571895.1
OG0006656			KAH0571896.1
OG0006657			KAH0571898.1
OG0006658			KAH0571899.1
OG0006659			KAH0571901.1
OG0006660			KAH0571903.1
OG0006661			KAH0571904.1
OG0006662			KAH0571905.1
OG0006663			KAH0571906.1
OG0006664			KAH0571908.1
OG0006665			KAH0571909.1
OG0006666			KAH0571910.1
OG0006667			KAH0571912.1
OG0006668			KAH0571913.1
OG0006669			KAH0571914.1
OG0006670			KAH0571916.1
OG0006671			KAH0571917.1
OG0006672			KAH0571918.1
OG0006673			KAH0571919.1
OG0006674			KAH0571920.1
OG0006675			KAH0571921.1
OG0006676			KAH0571922.1
OG0006677			KAH0571923.1
OG0006678			KAH0571924.1
OG0006679			KAH0571925.1
OG0006680			KAH0571930.1
OG0006681			KAH0571931.1
OG0006682			KAH0571932.1
OG0006683			KAH0571933.1
OG0006684			KAH0571935.1
OG0006685			KAH0571936.1
OG0006686			KAH0571938.1
OG0006687			KAH0571939.1
OG0006688			KAH0571940.1
OG0006689			KAH0571941.1
OG0006690			KAH0571943.1
OG0006691			KAH0571945.1
OG0006692			KAH0571946.1
OG0006693			KAH0571947.1
OG0006694			KAH0571948.1
OG0006695			KAH0571949.1
OG0006696			KAH0571951.1
OG0006697			KAH0571952.1
OG0006698			KAH0571953.1
OG0006699			KAH0571956.1
OG0006700			KAH0571958.1
OG0006701			KAH0571959.1
OG0006702			KAH0571960.1
OG0006703			KAH0571961.1
OG0006704			KAH0571962.1
OG0006705			KAH0571963.1
OG0006706			KAH0571966.1
OG0006707			KAH0571967.1
OG0006708			KAH0571968.1
OG0006709			KAH0571969.1
OG0006710			KAH0571970.1
OG0006711			KAH0571971.1
OG0006712			KAH0571973.1
OG0006713			KAH0571974.1
OG0006714			KAH0571975.1
OG0006715			KAH0571978.1
OG0006716			KAH0571980.1
OG0006717			KAH0571981.1
OG0006718			KAH0571982.1
OG0006719			KAH0571983.1
OG0006720			KAH0571984.1
OG0006721			KAH0571985.1
OG0006722			KAH0571986.1
OG0006723			KAH0571988.1
OG0006724			KAH0571989.1
OG0006725			KAH0571991.1
OG0006726			KAH0571992.1
OG0006727			KAH0571993.1
OG0006728			KAH0571995.1
OG0006729			KAH0571996.1
OG0006730			KAH0571997.1
OG0006731			KAH0571999.1
OG0006732			KAH0572000.1
OG0006733			KAH0572003.1
OG0006734			KAH0572004.1
OG0006735			KAH0572005.1
OG0006736			KAH0572006.1
OG0006737			KAH0572007.1
OG0006738			KAH0572008.1
OG0006739			KAH0572009.1
OG0006740			KAH0572011.1
OG0006741			KAH0572013.1
OG0006742			KAH0572014.1
OG0006743			KAH0572015.1
OG0006744			KAH0572016.1
OG0006745			KAH0572017.1
OG0006746			KAH0572018.1
OG0006747			KAH0572020.1
OG0006748			KAH0572021.1
OG0006749			KAH0572022.1
OG0006750			KAH0572023.1
OG0006751			KAH0572024.1
OG0006752			KAH0572025.1
OG0006753			KAH0572026.1
OG0006754			KAH0572027.1
OG0006755			KAH0572028.1
OG0006756			KAH0572029.1
OG0006757			KAH0572030.1
OG0006758			KAH0572032.1
OG0006759			KAH0572033.1
OG0006760			KAH0572034.1
OG0006761			KAH0572036.1
OG0006762			KAH0572037.1
OG0006763			KAH0572038.1
OG0006764			KAH0572039.1
OG0006765			KAH0572040.1
OG0006766			KAH0572041.1
OG0006767			KAH0572042.1
OG0006768			KAH0572045.1
OG0006769			KAH0572046.1
OG0006770			KAH0572047.1
OG0006771			KAH0572049.1
OG0006772			KAH0572050.1
OG0006773			KAH0572051.1
OG0006774			KAH0572052.1
OG0006775			KAH0572055.1
OG0006776			KAH0572056.1
OG0006777			KAH0572058.1
OG0006778			KAH0572059.1
OG0006779			KAH0572062.1
OG0006780			KAH0572063.1
OG0006781			KAH0572065.1
OG0006782			KAH0572068.1
OG0006783			KAH0572070.1
OG0006784			KAH0572072.1
OG0006785			KAH0572073.1
OG0006786			KAH0572074.1
OG0006787			KAH0572075.1
OG0006788			KAH0572077.1
OG0006789			KAH0572078.1
OG0006790			KAH0572079.1
OG0006791			KAH0572081.1
OG0006792			KAH0572082.1
OG0006793			KAH0572083.1
OG0006794			KAH0572084.1
OG0006795			KAH0572086.1
OG0006796			KAH0572087.1
OG0006797			KAH0572088.1
OG0006798			KAH0572090.1
OG0006799			KAH0572091.1
OG0006800			KAH0572092.1
OG0006801			KAH0572093.1
OG0006802			KAH0572094.1
OG0006803			KAH0572097.1
OG0006804			KAH0572098.1
OG0006805			KAH0572099.1
OG0006806			KAH0572100.1
OG0006807			KAH0572101.1
OG0006808			KAH0572103.1
OG0006809			KAH0572104.1
OG0006810			KAH0572105.1
OG0006811			KAH0572106.1
OG0006812			KAH0572107.1
OG0006813			KAH0572108.1
OG0006814			KAH0572110.1
OG0006815			KAH0572111.1
OG0006816			KAH0572112.1
OG0006817			KAH0572113.1
OG0006818			KAH0572115.1
OG0006819			KAH0572120.1
OG0006820			KAH0572122.1
OG0006821			KAH0572123.1
OG0006822			KAH0572124.1
OG0006823			KAH0572125.1
OG0006824			KAH0572126.1
OG0006825			KAH0572127.1
OG0006826			KAH0572129.1
OG0006827			KAH0572130.1
OG0006828			KAH0572131.1
OG0006829			KAH0572134.1
OG0006830			KAH0572135.1
OG0006831			KAH0572136.1
OG0006832			KAH0572137.1
OG0006833			KAH0572139.1
OG0006834			KAH0572140.1
OG0006835			KAH0572141.1
OG0006836			KAH0572142.1
OG0006837			KAH0572147.1
OG0006838			KAH0572148.1
OG0006839			KAH0572149.1
OG0006840			KAH0572150.1
OG0006841			KAH0572151.1
OG0006842			KAH0572154.1
OG0006843			KAH0572155.1
OG0006844			KAH0572156.1
OG0006845			KAH0572157.1
OG0006846			KAH0572158.1
OG0006847			KAH0572159.1
OG0006848			KAH0572160.1
OG0006849			KAH0572163.1
OG0006850			KAH0572166.1
OG0006851			KAH0572167.1
OG0006852			KAH0572168.1
OG0006853			KAH0572169.1
OG0006854			KAH0572170.1
OG0006855			KAH0572171.1
OG0006856			KAH0572172.1
OG0006857			KAH0572173.1
OG0006858			KAH0572174.1
OG0006859			KAH0572175.1
OG0006860			KAH0572176.1
OG0006861			KAH0572178.1
OG0006862			KAH0572179.1
OG0006863			KAH0572180.1
OG0006864			KAH0572182.1
OG0006865			KAH0572183.1
OG0006866			KAH0572184.1
OG0006867			KAH0572185.1
OG0006868			KAH0572186.1
OG0006869			KAH0572187.1
OG0006870			KAH0572190.1
OG0006871			KAH0572191.1
OG0006872			KAH0572192.1
OG0006873			KAH0572193.1
OG0006874			KAH0572194.1
OG0006875			KAH0572197.1
OG0006876			KAH0572199.1
OG0006877			KAH0572200.1
OG0006878			KAH0572201.1
OG0006879			KAH0572202.1
OG0006880			KAH0572205.1
OG0006881			KAH0572208.1
OG0006882			KAH0572209.1
OG0006883			KAH0572210.1
OG0006884			KAH0572211.1
OG0006885			KAH0572213.1
OG0006886			KAH0572214.1
OG0006887			KAH0572216.1
OG0006888			KAH0572217.1
OG0006889			KAH0572218.1
OG0006890			KAH0572219.1
OG0006891			KAH0572220.1
OG0006892			KAH0572221.1
OG0006893			KAH0572222.1
OG0006894			KAH0572223.1
OG0006895			KAH0572228.1
OG0006896			KAH0572229.1
OG0006897			KAH0572230.1
OG0006898			KAH0572231.1
OG0006899			KAH0572232.1
OG0006900			KAH0572233.1
OG0006901			KAH0572237.1
OG0006902			KAH0572239.1
OG0006903			KAH0572240.1
OG0006904			KAH0572241.1
OG0006905			KAH0572242.1
OG0006906			KAH0572243.1
OG0006907			KAH0572244.1
OG0006908			KAH0572246.1
OG0006909			KAH0572248.1
OG0006910			KAH0572249.1
OG0006911			KAH0572251.1
OG0006912			KAH0572252.1
OG0006913			KAH0572254.1
OG0006914			KAH0572255.1
OG0006915			KAH0572257.1
OG0006916			KAH0572259.1
OG0006917			KAH0572260.1
OG0006918			KAH0572261.1
OG0006919			KAH0572262.1
OG0006920			KAH0572264.1
OG0006921			KAH0572265.1
OG0006922			KAH0572266.1
OG0006923			KAH0572267.1
OG0006924			KAH0572268.1
OG0006925			KAH0572269.1
OG0006926			KAH0572270.1
OG0006927			KAH0572271.1
OG0006928			KAH0572273.1
OG0006929			KAH0572274.1
OG0006930			KAH0572275.1
OG0006931			KAH0572276.1
OG0006932			KAH0572277.1
OG0006933			KAH0572278.1
OG0006934			KAH0572279.1
OG0006935			KAH0572280.1
OG0006936			KAH0572281.1
OG0006937			KAH0572284.1
OG0006938			KAH0572286.1
OG0006939			KAH0572287.1
OG0006940			KAH0572288.1
OG0006941			KAH0572290.1
OG0006942			KAH0572291.1
OG0006943			KAH0572292.1
OG0006944			KAH0572293.1
OG0006945			KAH0572294.1
OG0006946			KAH0572295.1
OG0006947			KAH0572296.1
OG0006948			KAH0572297.1
OG0006949			KAH0572298.1
OG0006950			KAH0572299.1
OG0006951			KAH0572300.1
OG0006952			KAH0572301.1
OG0006953			KAH0572302.1
OG0006954			KAH0572303.1
OG0006955			KAH0572304.1
OG0006956			KAH0572307.1
OG0006957			KAH0572308.1
OG0006958			KAH0572309.1
OG0006959			KAH0572310.1
OG0006960			KAH0572313.1
OG0006961			KAH0572314.1
OG0006962			KAH0572315.1
OG0006963			KAH0572316.1
OG0006964			KAH0572317.1
OG0006965			KAH0572318.1
OG0006966			KAH0572319.1
OG0006967			KAH0572322.1
OG0006968			KAH0572323.1
OG0006969			KAH0572325.1
OG0006970			KAH0572326.1
OG0006971			KAH0572328.1
OG0006972			KAH0572329.1
OG0006973			KAH0572331.1
OG0006974			KAH0572332.1
OG0006975			KAH0572333.1
OG0006976			KAH0572334.1
OG0006977			KAH0572335.1
OG0006978			KAH0572336.1
OG0006979			KAH0572338.1
OG0006980			KAH0572343.1
OG0006981			KAH0572345.1
OG0006982			KAH0572346.1
OG0006983			KAH0572347.1
OG0006984			KAH0572348.1
OG0006985			KAH0572349.1
OG0006986			KAH0572350.1
OG0006987			KAH0572353.1
OG0006988			KAH0572354.1
OG0006989			KAH0572355.1
OG0006990			KAH0572356.1
OG0006991			KAH0572357.1
OG0006992			KAH0572359.1
OG0006993			KAH0572360.1
OG0006994			KAH0572361.1
OG0006995			KAH0572363.1
OG0006996			KAH0572365.1
OG0006997			KAH0572366.1
OG0006998			KAH0572368.1
OG0006999			KAH0572369.1
OG0007000			KAH0572371.1
OG0007001			KAH0572372.1
OG0007002			KAH0572373.1
OG0007003			KAH0572374.1
OG0007004			KAH0572375.1
OG0007005			KAH0572376.1
OG0007006			KAH0572378.1
OG0007007			KAH0572379.1
OG0007008			KAH0572380.1
OG0007009			KAH0572381.1
OG0007010			KAH0572382.1
OG0007011			KAH0572383.1
OG0007012			KAH0572385.1
OG0007013			KAH0572386.1
OG0007014			KAH0572388.1
OG0007015			KAH0572390.1
OG0007016			KAH0572391.1
OG0007017			KAH0572393.1
OG0007018			KAH0572394.1
OG0007019			KAH0572397.1
OG0007020			KAH0572398.1
OG0007021			KAH0572399.1
OG0007022			KAH0572400.1
OG0007023			KAH0572402.1
OG0007024			KAH0572403.1
OG0007025			KAH0572404.1
OG0007026			KAH0572408.1
OG0007027			KAH0572409.1
OG0007028			KAH0572410.1
OG0007029			KAH0572411.1
OG0007030			KAH0572412.1
OG0007031			KAH0572413.1
OG0007032			KAH0572414.1
OG0007033			KAH0572415.1
OG0007034			KAH0572416.1
OG0007035			KAH0572417.1
OG0007036			KAH0572420.1
OG0007037			KAH0572422.1
OG0007038			KAH0572423.1
OG0007039			KAH0572426.1
OG0007040			KAH0572427.1
OG0007041			KAH0572429.1
OG0007042			KAH0572431.1
OG0007043			KAH0572432.1
OG0007044			KAH0572433.1
OG0007045			KAH0572434.1
OG0007046			KAH0572436.1
OG0007047			KAH0572437.1
OG0007048			KAH0572438.1
OG0007049			KAH0572441.1
OG0007050			KAH0572443.1
OG0007051			KAH0572444.1
OG0007052			KAH0572447.1
OG0007053			KAH0572448.1
OG0007054			KAH0572449.1
OG0007055			KAH0572450.1
OG0007056			KAH0572451.1
OG0007057			KAH0572453.1
OG0007058			KAH0572454.1
OG0007059			KAH0572456.1
OG0007060			KAH0572457.1
OG0007061			KAH0572459.1
OG0007062			KAH0572460.1
OG0007063			KAH0572461.1
OG0007064			KAH0572464.1
OG0007065			KAH0572467.1
OG0007066			KAH0572468.1
OG0007067			KAH0572469.1
OG0007068			KAH0572470.1
OG0007069			KAH0572471.1
OG0007070			KAH0572474.1
OG0007071			KAH0572476.1
OG0007072			KAH0572477.1
OG0007073			KAH0572478.1
OG0007074			KAH0572479.1
OG0007075			KAH0572480.1
OG0007076			KAH0572481.1
OG0007077			KAH0572483.1
OG0007078			KAH0572484.1
OG0007079			KAH0572485.1
OG0007080			KAH0572486.1
OG0007081			KAH0572488.1
OG0007082			KAH0572489.1
OG0007083			KAH0572491.1
OG0007084			KAH0572492.1
OG0007085			KAH0572493.1
OG0007086			KAH0572494.1
OG0007087			KAH0572495.1
OG0007088			KAH0572496.1
OG0007089			KAH0572498.1
OG0007090			KAH0572501.1
OG0007091			KAH0572502.1
OG0007092			KAH0572503.1
OG0007093			KAH0572504.1
OG0007094			KAH0572505.1
OG0007095			KAH0572507.1
OG0007096			KAH0572513.1
OG0007097			KAH0572514.1
OG0007098			KAH0572516.1
OG0007099			KAH0572517.1
OG0007100			KAH0572518.1
OG0007101			KAH0572519.1
OG0007102			KAH0572520.1
OG0007103			KAH0572521.1
OG0007104			KAH0572525.1
OG0007105			KAH0572526.1
OG0007106			KAH0572530.1
OG0007107			KAH0572531.1
OG0007108			KAH0572536.1
OG0007109			KAH0572537.1
OG0007110			KAH0572541.1
OG0007111			KAH0572542.1
OG0007112			KAH0572543.1
OG0007113			KAH0572544.1
OG0007114			KAH0572549.1
OG0007115			KAH0572551.1
OG0007116			KAH0572552.1
OG0007117			KAH0572554.1
OG0007118			KAH0572558.1
OG0007119			KAH0572559.1
OG0007120			KAH0572561.1
OG0007121			KAH0572562.1
OG0007122			KAH0572563.1
OG0007123			KAH0572568.1
OG0007124			KAH0572569.1
OG0007125			KAH0572571.1
OG0007126			KAH0572572.1
OG0007127			KAH0572573.1
OG0007128			KAH0572574.1
OG0007129			KAH0572575.1
OG0007130			KAH0572576.1
OG0007131			KAH0572577.1
OG0007132			KAH0572578.1
OG0007133			KAH0572579.1
OG0007134			KAH0572580.1
OG0007135			KAH0572581.1
OG0007136			KAH0572582.1
OG0007137			KAH0572583.1
OG0007138			KAH0572584.1
OG0007139			KAH0572585.1
OG0007140			KAH0572586.1
OG0007141			KAH0572587.1
OG0007142			KAH0572589.1
OG0007143			KAH0572591.1
OG0007144			KAH0572593.1
OG0007145			KAH0572594.1
OG0007146			KAH0572595.1
OG0007147			KAH0572597.1
OG0007148			KAH0572600.1
OG0007149			KAH0572601.1
OG0007150			KAH0572602.1
OG0007151			KAH0572604.1
OG0007152			KAH0572607.1
OG0007153			KAH0572609.1
OG0007154			KAH0572610.1
OG0007155			KAH0572612.1
OG0007156			KAH0572613.1
OG0007157			KAH0572614.1
OG0007158			KAH0572615.1
OG0007159			KAH0572616.1
OG0007160			KAH0572617.1
OG0007161			KAH0572619.1
OG0007162			KAH0572620.1
OG0007163			KAH0572621.1
OG0007164			KAH0572623.1
OG0007165			KAH0572628.1
OG0007166			KAH0572629.1
OG0007167			KAH0572630.1
OG0007168			KAH0572631.1
OG0007169			KAH0572633.1
OG0007170			KAH0572634.1
OG0007171			KAH0572636.1
OG0007172			KAH0572637.1
OG0007173			KAH0572639.1
OG0007174			KAH0572640.1
OG0007175			KAH0572642.1
OG0007176			KAH0572643.1
OG0007177			KAH0572645.1
OG0007178			KAH0572646.1
OG0007179			KAH0572647.1
OG0007180			KAH0572648.1
OG0007181			KAH0572649.1
OG0007182			KAH0572651.1
OG0007183			KAH0572654.1
OG0007184			KAH0572656.1
OG0007185			KAH0572657.1
OG0007186			KAH0572658.1
OG0007187			KAH0572659.1
OG0007188			KAH0572660.1
OG0007189			KAH0572661.1
OG0007190			KAH0572662.1
OG0007191			KAH0572665.1
OG0007192			KAH0572666.1
OG0007193			KAH0572667.1
OG0007194			KAH0572669.1
OG0007195			KAH0572670.1
OG0007196			KAH0572671.1
OG0007197			KAH0572672.1
OG0007198			KAH0572673.1
